City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Troitskoye,100,RU,1623605611,85,52.9821,84.6757,55.36,4.03
Antofagasta,5,CL,1623605611,66,-23.65,-70.4,61.88,6.22
Maceió,40,BR,1623605560,61,-9.6658,-35.7353,83.64,8.05
Pangkalanbuun,76,ID,1623605612,97,-2.6833,111.6167,74.88,2.3
San Miguelito,40,PA,1623605612,72,9.0333,-79.5,89.64,5.99
Sandakan,20,MY,1623605613,94,5.8402,118.1179,78.48,0.0
Coquimbo,20,CL,1623605613,67,-29.9533,-71.3436,58.73,10.36
La Santisima Trinidad,20,BO,1623605614,61,-14.8333,-64.9,78.78,4.61
Cayenne,75,GF,1623605614,80,4.9333,-52.3333,84.24,3.0
Ilulissat,90,GL,1623605615,75,69.2167,-51.1,37.42,4.61
Lysyye Gory,100,RU,1623605615,89,51.5506,44.8414,64.63,6.4
Jalu,0,LY,1623605615,23,29.0331,21.5482,84.11,9.82
Iqaluit,75,CA,1623605616,70,63.7506,-68.5145,44.33,11.01
Puerto Madero,75,MX,1623605616,74,14.7208,-92.4215,88.0,4.61
Severo-Kuril'sk,100,RU,1623605617,97,50.6789,156.125,42.91,15.57
Birjand,0,IR,1623605617,10,32.8663,59.2211,88.27,13.8
Mahon,0,ES,1623605618,50,39.8885,4.2658,81.16,6.91
Gunjur,75,GM,1623605618,58,13.2019,-16.7339,89.67,11.5
Santa Rita,20,BR,1623605618,61,-7.1139,-34.9781,84.87,10.36
Bacungan,89,PH,1623605619,83,9.9106,118.7022,79.02,4.16
Sovetskiy,44,RU,1623605619,54,61.3614,63.5842,66.96,6.49
Bima,30,ID,1623605620,95,-8.4667,118.7167,74.21,4.12
Salalah,75,OM,1623605620,84,17.0151,54.0924,84.29,9.22
Nokaneng,13,BW,1623605620,28,-19.6667,22.2667,61.7,5.91
Siero,36,ES,1623605621,91,43.3833,-5.6667,73.81,3.6
Chickasha,1,US,1623605621,51,35.0526,-97.9364,91.8,8.05
Ban Dung,100,TH,1623605622,99,17.699,103.2596,78.87,9.78
Samarkand,0,UZ,1623605622,25,39.6542,66.9597,76.42,0.0
Port Macquarie,91,AU,1623605622,75,-31.4333,152.9167,49.37,4.76
Ixtapa,75,MX,1623605623,58,20.7,-105.2,85.23,0.0
Trenggalek,80,ID,1623605623,95,-8.05,111.7167,74.93,1.77
Hamada,94,JP,1623605624,96,34.8833,132.0833,70.0,2.04
Sobolevo,88,RU,1623605624,90,54.4299,31.8996,61.9,3.83
Sayville,40,US,1623605625,61,40.7359,-73.0821,77.56,8.99
Nangomba,0,TZ,1623605625,53,-10.9,38.5,67.77,0.36
Qeshm,0,IR,1623605625,79,26.9581,56.2719,91.27,11.43
Avera,97,US,1623605626,62,33.194,-82.5271,82.74,7.92
Sambava,16,MG,1623605626,88,-14.2667,50.1667,72.91,3.02
Khandyga,100,RU,1623605627,95,62.6667,135.6,47.26,6.26
Labuhan,53,ID,1623605627,84,-6.8844,112.2051,78.35,6.4
Ballina,40,AU,1623605628,90,-28.8667,153.5667,49.95,0.0
Qaqortoq,73,GL,1623605628,81,60.7167,-46.0333,50.5,7.47
Bafoulabé,59,ML,1623605628,38,13.8065,-10.8321,93.74,11.34
Vigrestad,77,NO,1623605629,89,58.5667,5.7,57.0,6.6
Mossamedes,98,AO,1623605629,62,-15.1961,12.1522,74.16,4.81
Palmer,75,US,1623605356,45,42.1584,-72.3287,83.1,1.01
Vila Velha,40,BR,1623605630,62,-20.3297,-40.2925,76.96,16.11
Cotuí,17,DO,1623605630,47,19.0527,-70.1494,90.72,7.09
Balad,0,IQ,1623605631,16,34.0164,44.1453,90.34,11.16
Toora-Khem,49,RU,1623605631,96,52.4675,96.11,39.58,2.59
Rome,1,US,1623605388,39,43.2128,-75.4557,83.86,5.75
Pisco,90,PE,1623605632,68,-13.7,-76.2167,68.05,6.91
Bandarbeyla,94,SO,1623605632,79,9.4942,50.8122,79.27,29.86
Samaná,20,DO,1623605633,74,19.2056,-69.3369,88.02,4.61
Talnakh,100,RU,1623605633,92,69.4865,88.3972,36.99,8.77
Guangzhou,100,CN,1623605451,80,23.1167,113.25,82.87,6.82
Hay River,40,CA,1623605413,46,60.8156,-115.7999,71.58,2.3
Mayya,17,RU,1623605634,80,61.7333,130.2811,54.72,5.44
Shimoda,100,JP,1623605634,83,34.6667,138.95,70.16,4.85
Margate,5,GB,1623605635,74,51.3813,1.3862,75.06,9.35
Gurh,98,IN,1623605635,70,24.5167,81.5167,84.06,8.16
Zhigansk,96,RU,1623605636,76,66.7697,123.3711,51.4,6.85
Yuancheng,90,CN,1623605636,80,36.652,107.7896,69.33,3.2
Broome,40,US,1623605636,63,42.2506,-75.833,82.2,1.01
Berdigestyakh,17,RU,1623605637,63,62.0989,126.6992,43.79,2.71
Kenai,1,US,1623605638,74,60.5544,-151.2583,55.49,11.5
Puerto Gaitán,94,CO,1623605614,70,4.3133,-72.0816,83.3,2.19
Ternate,99,ID,1623605638,80,0.8,127.4,79.38,2.91
Atar,62,MR,1623605639,11,20.5169,-13.0499,108.34,19.06
Kitgum,91,UG,1623605639,94,3.2783,32.8867,66.6,3.24
Goundam,17,ML,1623605640,14,16.4145,-3.6708,107.82,7.58
Ginir,100,ET,1623605640,80,7.1333,40.7,57.33,10.58
Rāni,0,IN,1623605640,44,25.3503,73.3089,92.7,15.77
Wittmund,1,DE,1623605641,52,53.5667,7.7833,68.02,8.05
Holme,4,DK,1623605641,64,56.1138,10.1725,65.77,11.65
Oussouye,70,SN,1623605642,58,12.485,-16.5469,91.58,13.47
San Policarpo,30,PH,1623605642,90,12.1791,125.5072,76.89,4.68
Edremit,40,TR,1623605643,73,39.5961,27.0244,73.15,6.91
Padang,52,ID,1623605643,82,-0.9492,100.3543,79.34,3.11
Weihai,96,CN,1623605643,79,37.5017,122.1136,65.93,10.49
Port Hawkesbury,20,CA,1623605644,72,45.6169,-61.3485,66.88,8.99
Kourou,40,GF,1623605645,75,5.1552,-52.6478,84.25,7.94
Trairi,83,BR,1623605586,69,-3.2778,-39.2689,82.99,8.79
Vasai,8,IN,1623605645,77,19.47,72.8,84.29,12.12
Blythe,1,US,1623605646,14,33.6103,-114.5964,106.03,3.44
Chiredzi,0,ZW,1623605646,43,-21.05,31.6667,65.1,2.19
Inhambane,20,MZ,1623605646,83,-23.865,35.3833,67.98,0.0
Muriti,22,TZ,1623605647,65,-1.9833,32.9167,75.31,4.63
Dresden,20,DE,1623605389,58,51.0509,13.7383,64.69,7.0
Cabedelo,91,BR,1623605647,76,-6.9811,-34.8339,84.87,9.13
Surgut,0,RU,1623605648,60,61.25,73.4167,68.18,0.0
Bukama,1,CD,1623605648,38,-9.2,25.85,72.34,3.22
Tezu,67,IN,1623605649,97,27.9167,96.1667,77.05,4.23
Seoul,1,KR,1623605597,89,37.5683,126.9778,70.99,3.44
Sapele,52,NG,1623605649,77,5.8941,5.6767,80.78,7.78
Los Algarrobos,20,PA,1623605650,74,8.5,-82.4333,84.61,8.05
Irbeyskoye,100,RU,1623605650,94,55.6428,95.4522,51.62,12.82
Laas,35,IT,1623605650,72,46.6166,10.7002,84.11,5.73
Baykit,33,RU,1623605651,90,61.67,96.37,41.36,5.93
Dobroye,88,RU,1623605651,82,52.8678,39.8109,63.91,2.73
Bonavista,53,CA,1623605652,70,48.6499,-53.1147,55.4,8.3
Liepāja,0,LV,1623605652,63,56.5419,21.0367,58.98,5.75
Vanimo,71,PG,1623605652,91,-2.6741,141.3028,77.09,4.27
Usinsk,15,RU,1623605653,64,65.9939,57.5281,65.07,9.62
Viedma,100,AR,1623605653,61,-40.8135,-62.9967,59.16,9.33
Okhotsk,35,RU,1623605654,76,59.3833,143.3,44.76,7.56
Jaisalmer,6,IN,1623605654,50,26.9147,70.9181,90.5,15.28
Maţāy,0,EG,1623605655,22,28.419,30.7792,90.43,21.83
Praia da Vitória,20,PT,1623605655,73,38.7333,-27.0667,73.76,4.85
Kokopo,74,PG,1623605656,82,-4.352,152.2633,76.01,8.61
Westport,75,US,1623605656,59,41.1415,-73.3579,79.77,9.22
Tipperary,56,IE,1623605656,83,52.4733,-8.1558,73.54,6.26
Saravan,25,AM,1623605657,56,39.7196,45.6483,72.25,7.63
Teshie,20,GH,1623605657,74,5.5836,-0.1072,84.76,11.5
Lepaterique,100,HN,1623605658,69,14.0667,-87.4667,76.6,2.19
Nchelenge,0,ZM,1623605658,57,-9.3451,28.734,68.0,6.31
Walvis Bay,2,NA,1623605659,23,-22.9575,14.5053,74.35,5.75
Evanston,20,US,1623605501,35,42.0411,-87.6901,87.22,3.0
Thinadhoo,91,MV,1623605659,73,0.5333,72.9333,82.38,9.22
Snezhnogorsk,100,RU,1623605660,88,69.1933,33.2531,49.78,5.7
Boende,85,CD,1623605660,67,-0.2167,20.8667,78.67,3.04
Vientiane,100,LA,1623605660,99,17.9667,102.6,78.91,3.27
Karratha,15,AU,1623605661,37,-20.7377,116.8463,69.51,10.2
Tiarei,42,PF,1623605661,82,-17.5333,-149.3333,77.02,18.75
Port Hueneme,40,US,1623605590,73,34.1478,-119.1951,87.48,0.0
Loikaw,100,MM,1623605662,95,19.6742,97.2094,69.94,3.53
Plettenberg Bay,59,ZA,1623605662,82,-34.0527,23.3716,58.91,8.5
Fare,6,PF,1623605663,79,-16.7,-151.0167,79.93,18.7
Laurel,90,US,1623605396,67,39.0993,-76.8483,83.37,4.0
Inuvik,90,CA,1623605663,81,68.3499,-133.7218,49.21,5.75
Portales,67,US,1623605664,38,34.1862,-103.3344,90.34,11.79
Mwinilunga,5,ZM,1623605664,38,-11.7358,24.4293,58.51,5.3
Kalmunai,87,LK,1623605664,68,7.4167,81.8167,82.06,5.59
Susanville,1,US,1623605388,35,40.4163,-120.653,76.08,3.0
Malpe,100,IN,1623605665,85,13.35,74.7167,74.5,13.0
Hanna,50,CA,1623605415,45,51.6334,-111.9018,70.0,11.99
Nuuk,90,GL,1623605666,70,64.1835,-51.7216,43.41,5.75
Kaeo,94,NZ,1623605666,97,-35.1,173.7833,63.32,10.98
Yerbogachën,99,RU,1623605666,92,61.2767,108.0108,46.63,1.07
Villa María,0,AR,1623605667,45,-32.4075,-63.2402,75.81,19.8
Pemangkat,100,ID,1623605667,83,1.1667,108.9667,78.13,3.65
Rawson,100,AR,1623605668,53,-43.3002,-65.1023,52.77,13.89
Beringovskiy,100,RU,1623605668,99,63.05,179.3167,33.94,12.71
Banda Aceh,79,ID,1623605668,80,5.5577,95.3222,80.22,7.67
Dzhebariki-Khaya,100,RU,1623605669,97,62.2167,135.8,47.32,5.41
Esso,28,RU,1623605669,97,55.9333,158.7,45.81,4.21
Vysokogornyy,100,RU,1623605670,97,50.1167,139.15,43.36,2.75
Monrovia,94,LR,1623605552,83,6.3005,-10.7969,80.37,8.43
Ust'-Ishim,70,RU,1623605670,65,57.6935,71.1665,61.56,5.44
Lazurne,21,UA,1623605671,78,46.084,32.5295,69.03,12.84
Sistranda,100,NO,1623605671,90,63.7256,8.834,50.9,12.37
Karlshamn,4,SE,1623605671,48,56.1706,14.8619,70.29,15.32
Meulaboh,83,ID,1623605672,87,4.1363,96.1285,77.72,5.17
Port Blair,98,IN,1623605672,82,11.6667,92.75,82.63,20.89
Māngrol,66,IN,1623605673,80,21.1167,70.1167,84.63,15.88
Karakol,86,KG,1623605673,71,42.4907,78.3936,48.16,2.33
Luwuk,92,ID,1623605674,87,-0.9516,122.7875,77.18,1.95
Williston,8,US,1623605519,35,48.147,-103.618,78.58,1.01
Kiruna,20,SE,1623605674,53,67.8557,20.2251,49.12,19.57
Jacareacanga,6,BR,1623605675,30,-6.2222,-57.7528,96.66,2.71
Vila Franca do Campo,42,PT,1623605675,71,37.7167,-25.4333,75.61,3.47
Anūpgarh,71,IN,1623605675,54,29.1911,73.2086,87.1,4.88
Asău,90,RO,1623605676,79,46.4333,26.4,60.4,2.93
Victor Harbor,92,AU,1623605676,71,-35.5667,138.6167,60.91,6.71
Kapustin Yar,97,RU,1623605676,73,48.5831,45.7372,70.48,6.6
Saint-Pierre,0,RE,1623605677,78,-21.3393,55.4781,73.04,5.75
Sungai Penuh,53,ID,1623605677,95,-2.0833,101.3833,65.14,3.71
Christchurch,54,NZ,1623605489,100,-43.5333,172.6333,46.6,3.44
Wagar,72,SD,1623605678,14,16.1525,36.2032,104.0,4.16
Nome,90,US,1623605678,87,64.5011,-165.4064,43.16,0.0
Sangar,3,RU,1623605679,62,63.9242,127.4739,46.58,0.16
Champerico,89,GT,1623605679,72,14.3,-91.9167,92.35,8.16
Libreville,40,GA,1623605680,83,0.3925,9.4537,82.42,6.91
Birao,99,CF,1623605680,46,10.2849,22.7882,87.51,9.6
Burgeo,88,CA,1623605680,82,47.6167,-57.6152,50.02,11.32
Lakes Entrance,100,AU,1623605681,82,-37.8811,147.981,53.19,6.82
Bolivar,29,US,1623605681,46,37.6145,-93.4105,86.52,1.01
Lukovetskiy,100,RU,1623605682,81,64.2956,41.9211,75.18,6.4
Ust-Maya,46,RU,1623605682,96,60.4167,134.5333,41.41,3.04
Mnogovershinnyy,98,RU,1623605682,62,53.9353,139.9242,37.51,1.16
Krasnosel'kup,74,RU,1623605683,56,65.7,82.4667,50.74,9.6
Goderich,85,CA,1623605683,77,43.7501,-81.7165,78.03,10.36
Virginia Beach,40,US,1623605515,67,36.8529,-75.978,81.09,10.36
